issuekey,title,description,storypoint
TESB-3761,"Configuration enhancements in Karaf","- Add tadmin user with password  tadmin and role admin to user.properties. In future this will be the default admin user for the Talend Runtime.  - Replace all locations where the Karaf user is used with tadmin  - In etc/system.properties add the entry http.maxConnections=25    This is a recomendation from Dan: 'With a ton of connections to localhost for the tests, if we don't keep them around, we'll get a lot of sockets in CLOSE_WAIT and FIN_WAIT2 statesand run out of file handles'  ",1
TESB-3764,"Add a SSLKeystore for the the JobServer","SSL encryption was recently added for the communication between JobConductor and JobServer. Therefore a keystore with apropriate certificate needs to be added to JobServer embedded in Talend Runtime. The keystore can be found in /org.talend.remote.jobserver_5.0.0NB_r70772/keystores/SSLKeystore file and needs to be added to cotainer/etc/keystores  ",1
TESB-3765,"PermGen space error when deploying STS+rentacar client in the same Karaf container when using 64-bit Java","When deploying both STS and the rentacar client in the same Karaf container we see a PermGen space error or a Segmentation Violation caused by PermGen space problems.   The following options set in the karaf start script trun/trun.bat seem to solve the problem:    set DEFAULT_JAVA_OPTS=-server -XX:+UseConcMarkSweepGC -XX:+CMSClassUnloadingEnabled ...  together with  set JAVA_PERM_MEM=256M, set JAVA_MAX_PERM_MEM=512M    1) Investigate whether   -XX:+UseConcMarkSweepGC -XX:+CMSClassUnloadingEnabled have negative side effects,  if not use them as default, if yes make their use easier (flag in the beginning of the script described in the documentation).  2) Regarding JAVA_PERM_MEM=256M, JAVA_MAX_PERM_MEM: Investigate whether there is a possibility to detect   automatically in the script whether we use 64-bit Java and adapt the default parameters accordingly. At least the  parameters for 64-bit Java should be documented. (hint: we have to check whether ""java -version"" contains the string ""64-bit"").",3
TESB-3801,"One connection factory is generated per cJMS component","Same applies for cActiveMQ components - but I assume we get rid of these anyway.    When multiple cJMS components are used in a route, the generated code defines a connection factory instance and component definition for each od these cJMSs. This is almost always wrong. In most cases all cJMS components in a route will use the same component (same alias, e.g. ""jms""). There are a few cases, for instance when a route should bridge between different messaging systems, more than one JMS component would need to be generated, like one for ""amq"" and a second one for ""wmq"". JMS connections should be treated like DB connections in service builder. JMS component aliases should be definable in one place and then selectable in each cJMS instance.",3
TESB-3802,"Transaction support in Route Builder for JMS components","Camel allows to switch on transaction support in a route with the _transacted()_ clause in the fluent language. This should be supported in the Route Builder. Currently it is not even possible to add this via the existing extension points like cJavaDSLProcessor, etc. Code generation for cJMS would also have to be updated/tailored.    Switching on transaction support also requires declaration of a transaction manager (from the Spring framework). It would be cool if the Route BUilder could generate all the necessary code in the route when transaction support is demanded.    *Note*: In the first iteration we will only target transactional use-cases for JMS components.",3
TESB-3803,"Define error handlers in routes in Route Builder","When not otherwise defined the behavior of the default error handler is to throw away a message in case of an error - Camel allows the configuration of an error handler, for the whole context or for each route. It is currently possible to define an error handler in a cJavaDSLProcessor for a specific route. But it's not possible to define an error handler for the whole context (across routes) and also there is no support in the Route Builder to configure this visually. ",3
TESB-3805,"Statistics not displayed on certain routes when route was duplicated","When you duplicate a route in Route Builder, occasionally statistics are not displayed when the duplicated route is executed in Route Builder. The routes are actually executed, just the statistics are not displayed.    The workaround is to delete the routes (connections between components in a route/canvas), draw the connection again. When the route is executed again, statistics show up again.",1
TESB-3824,"Make sure RouteBuilder class is exposed when route is exported as OSGi bundle","The wrapper code is a critical piece of code which links us from the Studio environment, to the vanilla eclipse environment, to the runtime environment and it _badly_ needs refactoring.  The runtime environment is unnecessarily limited to just OSGI through the OSGI bundle dependency.  This and other dependencies should be separated from the core routebuilder code.    The route builder is so embedded inside (IMO) unnecessarily nested classes that the generated route cannot be accessed cleanly or used for anything other than launching in an overly restricted way (whether as OSGI or Talend job makes little difference).      Fortunately, I _think_ it can be effectively accessed for integration testing.  If not, the CI process is disrupted not just by tooling but by the fundamental design of the generated code.    I think we can currently still extract just the route from external code that calls Route(false) so that the camelContext is not started.  Right now the routeBuilder created by initRoute is already attached to the CamelContext.  In a unit test environment with CamelTest I think we can set the test context to the generated camelContext, and use the Route function to supply the configure method.  I will verify this.    But this should not have to be verified.  A peace of code this critical should be crystal clear.  Even with the code generator's impact, the code should be much better.  Much of the code can be moved into a non-generated framework class which is simply switched using a strategy pattern by the Studio via generated code.    PS: why is the method Route capitalized?  ",3
TESB-3837,"Data Service name is not validated during service creation in Studio","is should be validated on special characters   (this name also used in WSDL created from scratch so seems to be it should be NCName)",1
TESB-3854,"Route Builder marks cSetHeader or cProcessor connected by a when connection as an error","If a cSetHeader or cProcessor component is connected with a {{when()}} connection, the route builder flags this as an error and a warning occurs when the route gets executed. However the generated Java DSL is valid and the route actually executes correctly.",1
TESB-3855,"Statistics broken if cJavaDSLProcessor used in route","If a route contains a cJavaDSLProcessor, statistics don't work when the route is executed in route builder. Instead an exception is thrown:    javax.management.RuntimeOperationsException: Exception occurred trying to invoke the getter on the MBean    com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.getAttribute(DefaultMBeanServerInterceptor.java:645)    com.sun.jmx.mbeanserver.JmxMBeanServer.getAttribute(JmxMBeanServer.java:638)    routines.system.CamelStat.updateStatOnConnection(CamelStat.java:399)    esbtest.retrymessage_0_1.retryMessage$MyStatThread.run(retryMessage.java:137)    esbtest.retrymessage_0_1.retryMessage$1CamelImpl.doStart(retryMessage.java:230)    org.apache.camel.impl.ServiceSupport.start(ServiceSupport.java:67)    org.apache.camel.impl.ServiceSupport.start(ServiceSupport.java:54)    org.apache.camel.impl.MainSupport.run(MainSupport.java:136)    esbtest.retrymessage_0_1.retryMessage.Route(retryMessage.java:364)    esbtest.retrymessage_0_1.retryMessage.runJobInTOS(retryMessage.java:485)    esbtest.retrymessage_0_1.retryMessage.main(retryMessage.java:398)  Caused by: java.lang.IllegalArgumentException: Object name cannot be null  	... 11 more    Line 137 in the generated Java code for the route (retryMessage.java) tries to update the statistics of the cJavaDSLProcessor:      stats.updateStatOnConnection(""route14"", 1, ""cJavaDSLProcessor_2"");    WHen the cJavaDSLProcessor is removed/deactivated, statistics work fine.",3
TESB-3856,"ActiveMQ should not be automatically active when starting the TESB container","After start-up of a TESB container activemq is active and running.    I doubt that this is a good idea. Infrastructure components like SAM server, the backend database (derby), Zookeeper or similar should not be up and running automatically when the container is been started. And they are not. In my view this should also regard to activemq.    There can be more than one container installation within an environment (even a single host). And there also should only be one infrastructure service (if it is not clustered... which is a completely different story). The user should not be forced to shutdown unwanted infrastructure services within the container after start-up. It would be a better approach to let the user explicitly start the infrastructure services he needs in whatever container instance(s) he wants them to run.    This should also regard to activemq in both editions TESB SE and TESB EE.",1
